county,livestock_sub_category,livestock_name,livestock_age,production_system,male_livestock_count,female_livestock_count,total_livestock_count
KISII,Meat goats (Chevon),Galla,6-12 months,Semi zero grazing,1,0,1
KISII,Meat goats (Chevon),Galla,6-12 months,Tethering,31,85,116
KISII,Meat goats (Chevon),Galla,Less than 2 months,Tethering,3,6,9
KISII,Meat goats (Chevon),Galla,Less than 3 weeks,Tethering,2,0,2
KISII,Meat goats (Chevon),Meat g,1-2 years,Free Range,13,60,73
KISII,Meat goats (Chevon),Meat g,1-2 years,Rotational grazing/paddocking,12,18,30
KISII,Meat goats (Chevon),Meat g,1-2 years,Semi zero grazing,1,8,9
KISII,Meat goats (Chevon),Meat g,1-2 years,Tethering,30,173,203
KISII,Meat goats (Chevon),Meat g,2-4yrs,Free Range,15,39,54
KISII,Meat goats (Chevon),Meat g,2-4yrs,Ranching,0,2,2
KISII,Meat goats (Chevon),Meat g,2-4yrs,Rotational grazing/paddocking,7,7,14
KISII,Meat goats (Chevon),Meat g,2-4yrs,Semi zero grazing,1,4,5
KISII,Meat goats (Chevon),Meat g,2-4yrs,Tethering,22,94,116
KISII,Meat goats (Chevon),Meat g,2-6 months,Free Range,9,11,20
KISII,Meat goats (Chevon),Meat g,2-6 months,Tethering,10,18,28
KISII,Meat goats (Chevon),Meat g,3-8 weeks,Free Range,3,6,9
KISII,Meat goats (Chevon),Meat g,3-8 weeks,Tethering,0,1,1
KISII,Meat goats (Chevon),Meat g,4yrs or older,Free Range,1,4,5
KISII,Meat goats (Chevon),Meat g,4yrs or older,Tethering,16,15,31
KISII,Meat goats (Chevon),Meat g,6-12 months,Free Range,6,19,25
KISII,Meat goats (Chevon),Meat g,6-12 months,Rotational grazing/paddocking,1,1,2
KISII,Meat goats (Chevon),Meat g,6-12 months,Semi zero grazing,2,2,4
KISII,Meat goats (Chevon),Meat g,6-12 months,Tethering,23,51,74
KISII,Meat goats (Chevon),Meat g,Less than 2 months,Free Range,1,1,2
KISII,Meat goats (Chevon),Meat g,Less than 2 months,Tethering,0,1,1
KISII,Meat goats (Chevon),Other Goat,1-2 years,Communal grazing,1,5,6
KISII,Meat goats (Chevon),Other Goat,1-2 years,Free Range,47,268,315
KISII,Meat goats (Chevon),Other Goat,1-2 years,Ranching,2,10,12
KISII,Meat goats (Chevon),Other Goat,1-2 years,Rotational grazing/paddocking,17,80,97
KISII,Meat goats (Chevon),Other Goat,1-2 years,Semi zero grazing,18,85,103
KISII,Meat goats (Chevon),Other Goat,1-2 years,Tethering,238,1111,1349
KISII,Meat goats (Chevon),Other Goat,1-2 years,Zero grazing,10,53,63
KISII,Meat goats (Chevon),Other Goat,2-4yrs,Communal grazing,1,1,2
KISII,Meat goats (Chevon),Other Goat,2-4yrs,Free Range,42,181,223
KISII,Meat goats (Chevon),Other Goat,2-4yrs,Pastoralism,2,5,7
KISII,Meat goats (Chevon),Other Goat,2-4yrs,Rotational grazing/paddocking,15,56,71
KISII,Meat goats (Chevon),Other Goat,2-4yrs,Semi zero grazing,13,66,79
KISII,Meat goats (Chevon),Other Goat,2-4yrs,Tethering,211,886,1097
KISII,Meat goats (Chevon),Other Goat,2-4yrs,Zero grazing,6,69,75
KISII,Meat goats (Chevon),Other Goat,2-6 months,Free Range,4,23,27
KISII,Meat goats (Chevon),Other Goat,2-6 months,Ranching,0,1,1
KISII,Meat goats (Chevon),Other Goat,2-6 months,Rotational grazing/paddocking,0,1,1
KISII,Meat goats (Chevon),Other Goat,2-6 months,Semi zero grazing,3,7,10
KISII,Meat goats (Chevon),Other Goat,2-6 months,Tethering,106,209,315
KISII,Meat goats (Chevon),Other Goat,2-6 months,Zero grazing,0,1,1
KISII,Meat goats (Chevon),Other Goat,3-8 weeks,Free Range,0,4,4
KISII,Meat goats (Chevon),Other Goat,3-8 weeks,Semi zero grazing,0,3,3
KISII,Meat goats (Chevon),Other Goat,3-8 weeks,Tethering,11,11,22
KISII,Meat goats (Chevon),Other Goat,3-8 weeks,Zero grazing,0,2,2
KISII,Meat goats (Chevon),Other Goat,4yrs or older,Communal grazing,0,1,1
KISII,Meat goats (Chevon),Other Goat,4yrs or older,Free Range,7,87,94
KISII,Meat goats (Chevon),Other Goat,4yrs or older,Rotational grazing/paddocking,1,3,4
KISII,Meat goats (Chevon),Other Goat,4yrs or older,Semi zero grazing,2,22,24
KISII,Meat goats (Chevon),Other Goat,4yrs or older,Tethering,51,193,244
KISII,Meat goats (Chevon),Other Goat,4yrs or older,Zero grazing,3,9,12
KISII,Meat goats (Chevon),Other Goat,6-12 months,Free Range,21,71,92
KISII,Meat goats (Chevon),Other Goat,6-12 months,Rotational grazing/paddocking,4,11,15
KISII,Meat goats (Chevon),Other Goat,6-12 months,Semi zero grazing,17,28,45
KISII,Meat goats (Chevon),Other Goat,6-12 months,Tethering,98,345,443
KISII,Meat goats (Chevon),Other Goat,6-12 months,Zero grazing,3,8,11
KISII,Meat goats (Chevon),Other Goat,Less than 2 months,Communal grazing,1,0,1
KISII,Meat goats (Chevon),Other Goat,Less than 2 months,Free Range,0,5,5
KISII,Meat goats (Chevon),Other Goat,Less than 2 months,Rotational grazing/paddocking,2,3,5
KISII,Meat goats (Chevon),Other Goat,Less than 2 months,Tethering,20,46,66
KISII,Meat goats (Chevon),Other Goat,Less than 3 weeks,Free Range,1,0,1
KISII,Meat goats (Chevon),Other Goat,Less than 3 weeks,Rotational grazing/paddocking,4,2,6
KISII,Meat goats (Chevon),Other Goat,Less than 3 weeks,Tethering,1,9,10
KISII,Meat goats (Chevon),Small East African Goats,1-2 years,Communal grazing,8,5,13
KISII,Meat goats (Chevon),Small East African Goats,1-2 years,Free Range,138,505,643
KISII,Meat goats (Chevon),Small East African Goats,1-2 years,Ranching,0,1,1
KISII,Meat goats (Chevon),Small East African Goats,1-2 years,Rotational grazing/paddocking,18,77,95
KISII,Meat goats (Chevon),Small East African Goats,1-2 years,Semi zero grazing,91,327,418
KISII,Meat goats (Chevon),Small East African Goats,1-2 years,Tethering,877,3727,4604
KISII,Meat goats (Chevon),Small East African Goats,1-2 years,Zero grazing,11,57,68
KISII,Meat goats (Chevon),Small East African Goats,2-4yrs,Communal grazing,6,7,13
KISII,Meat goats (Chevon),Small East African Goats,2-4yrs,Free Range,58,212,270
KISII,Meat goats (Chevon),Small East African Goats,2-4yrs,Ranching,0,4,4
KISII,Meat goats (Chevon),Small East African Goats,2-4yrs,Rotational grazing/paddocking,6,30,36
KISII,Meat goats (Chevon),Small East African Goats,2-4yrs,Semi zero grazing,75,223,298
KISII,Meat goats (Chevon),Small East African Goats,2-4yrs,Tethering,527,2143,2670
KISII,Meat goats (Chevon),Small East African Goats,2-4yrs,Zero grazing,2,24,26
KISII,Meat goats (Chevon),Small East African Goats,2-6 months,Communal grazing,2,5,7
KISII,Meat goats (Chevon),Small East African Goats,2-6 months,Free Range,34,59,93
KISII,Meat goats (Chevon),Small East African Goats,2-6 months,Rotational grazing/paddocking,4,15,19
KISII,Meat goats (Chevon),Small East African Goats,2-6 months,Semi zero grazing,32,64,96
KISII,Meat goats (Chevon),Small East African Goats,2-6 months,Tethering,284,726,1010
KISII,Meat goats (Chevon),Small East African Goats,2-6 months,Zero grazing,1,3,4
KISII,Meat goats (Chevon),Small East African Goats,3-8 weeks,Free Range,1,4,5
KISII,Meat goats (Chevon),Small East African Goats,3-8 weeks,Semi zero grazing,1,5,6
KISII,Meat goats (Chevon),Small East African Goats,3-8 weeks,Tethering,38,46,84
KISII,Meat goats (Chevon),Small East African Goats,4yrs or older,Free Range,33,107,140
KISII,Meat goats (Chevon),Small East African Goats,4yrs or older,Rotational grazing/paddocking,3,9,12
KISII,Meat goats (Chevon),Small East African Goats,4yrs or older,Semi zero grazing,7,41,48
KISII,Meat goats (Chevon),Small East African Goats,4yrs or older,Tethering,102,465,567
KISII,Meat goats (Chevon),Small East African Goats,4yrs or older,Zero grazing,10,32,42
KISII,Meat goats (Chevon),Small East African Goats,6-12 months,Communal grazing,6,8,14
KISII,Meat goats (Chevon),Small East African Goats,6-12 months,Free Range,62,193,255
KISII,Meat goats (Chevon),Small East African Goats,6-12 months,Rotational grazing/paddocking,6,37,43
KISII,Meat goats (Chevon),Small East African Goats,6-12 months,Semi zero grazing,41,124,165
KISII,Meat goats (Chevon),Small East African Goats,6-12 months,Tethering,356,1234,1590
KISII,Meat goats (Chevon),Small East African Goats,6-12 months,Zero grazing,2,13,15
KISII,Meat goats (Chevon),Small East African Goats,Less than 2 months,Free Range,7,10,17
KISII,Meat goats (Chevon),Small East African Goats,Less than 2 months,Rotational grazing/paddocking,1,2,3
KISII,Meat goats (Chevon),Small East African Goats,Less than 2 months,Semi zero grazing,14,12,26
KISII,Meat goats (Chevon),Small East African Goats,Less than 2 months,Tethering,72,209,281
KISII,Meat goats (Chevon),Small East African Goats,Less than 2 months,Zero grazing,1,1,2
KISII,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Free Range,5,0,5
KISII,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Semi zero grazing,0,3,3
KISII,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Tethering,10,24,34
KISII,Meat goats (Chevon),Somali Goat,1-2 years,Free Range,7,28,35
KISII,Meat goats (Chevon),Somali Goat,1-2 years,Rotational grazing/paddocking,6,17,23
KISII,Meat goats (Chevon),Somali Goat,1-2 years,Semi zero grazing,4,27,31
KISII,Meat goats (Chevon),Somali Goat,1-2 years,Tethering,25,97,122
KISII,Meat goats (Chevon),Somali Goat,1-2 years,Zero grazing,0,2,2
KISII,Meat goats (Chevon),Somali Goat,2-4yrs,Communal grazing,10,15,25
KISII,Meat goats (Chevon),Somali Goat,2-4yrs,Free Range,7,27,34
KISII,Meat goats (Chevon),Somali Goat,2-4yrs,Rotational grazing/paddocking,0,2,2
KISII,Meat goats (Chevon),Somali Goat,2-4yrs,Semi zero grazing,3,8,11
KISII,Meat goats (Chevon),Somali Goat,2-4yrs,Tethering,26,91,117
KISII,Meat goats (Chevon),Somali Goat,2-6 months,Free Range,3,0,3
KISII,Meat goats (Chevon),Somali Goat,2-6 months,Semi zero grazing,1,1,2
KISII,Meat goats (Chevon),Somali Goat,2-6 months,Tethering,12,24,36
KISII,Meat goats (Chevon),Somali Goat,2-6 months,Zero grazing,0,1,1
KISII,Meat goats (Chevon),Somali Goat,3-8 weeks,Semi zero grazing,2,2,4
KISII,Meat goats (Chevon),Somali Goat,3-8 weeks,Tethering,1,2,3
KISII,Meat goats (Chevon),Somali Goat,4yrs or older,Free Range,0,4,4
KISII,Meat goats (Chevon),Somali Goat,4yrs or older,Ranching,1,2,3
KISII,Meat goats (Chevon),Somali Goat,4yrs or older,Tethering,10,14,24
KISII,Meat goats (Chevon),Somali Goat,6-12 months,Free Range,3,14,17
KISII,Meat goats (Chevon),Somali Goat,6-12 months,Rotational grazing/paddocking,1,1,2
KISII,Meat goats (Chevon),Somali Goat,6-12 months,Semi zero grazing,1,2,3
KISII,Meat goats (Chevon),Somali Goat,6-12 months,Tethering,14,33,47
KISII,Meat goats (Chevon),Somali Goat,6-12 months,Zero grazing,0,4,4
KISII,Meat goats (Chevon),Somali Goat,Less than 2 months,Semi zero grazing,2,0,2
KISII,Meat goats (Chevon),Somali Goat,Less than 2 months,Tethering,3,2,5
KISUMU,Dairy Goat,Kenyan Alpine,1-2 years,Communal grazing,14,61,75
KISUMU,Dairy Goat,Kenyan Alpine,1-2 years,Free Range,136,354,490
KISUMU,Dairy Goat,Kenyan Alpine,1-2 years,Pastoralism,13,28,41
KISUMU,Dairy Goat,Kenyan Alpine,1-2 years,Ranching,14,23,37
KISUMU,Dairy Goat,Kenyan Alpine,1-2 years,Rotational grazing/paddocking,21,76,97
KISUMU,Dairy Goat,Kenyan Alpine,1-2 years,Semi zero grazing,45,105,150
KISUMU,Dairy Goat,Kenyan Alpine,1-2 years,Tethering,100,254,354
KISUMU,Dairy Goat,Kenyan Alpine,1-2 years,Zero grazing,67,169,236
KISUMU,Dairy Goat,Kenyan Alpine,2-4yrs,Communal grazing,7,26,33
KISUMU,Dairy Goat,Kenyan Alpine,2-4yrs,Free Range,47,176,223
KISUMU,Dairy Goat,Kenyan Alpine,2-4yrs,Pastoralism,3,8,11
KISUMU,Dairy Goat,Kenyan Alpine,2-4yrs,Ranching,24,54,78
KISUMU,Dairy Goat,Kenyan Alpine,2-4yrs,Rotational grazing/paddocking,8,27,35
KISUMU,Dairy Goat,Kenyan Alpine,2-4yrs,Semi zero grazing,52,162,214
KISUMU,Dairy Goat,Kenyan Alpine,2-4yrs,Tethering,113,414,527
KISUMU,Dairy Goat,Kenyan Alpine,2-4yrs,Zero grazing,18,68,86
KISUMU,Dairy Goat,Kenyan Alpine,2-6 months,Communal grazing,14,32,46
KISUMU,Dairy Goat,Kenyan Alpine,2-6 months,Free Range,20,31,51
KISUMU,Dairy Goat,Kenyan Alpine,2-6 months,Pastoralism,15,25,40
KISUMU,Dairy Goat,Kenyan Alpine,2-6 months,Ranching,7,8,15
KISUMU,Dairy Goat,Kenyan Alpine,2-6 months,Rotational grazing/paddocking,13,15,28
KISUMU,Dairy Goat,Kenyan Alpine,2-6 months,Semi zero grazing,23,44,67
KISUMU,Dairy Goat,Kenyan Alpine,2-6 months,Tethering,26,52,78
KISUMU,Dairy Goat,Kenyan Alpine,2-6 months,Zero grazing,13,17,30
KISUMU,Dairy Goat,Kenyan Alpine,3-8 weeks,Communal grazing,4,4,8
KISUMU,Dairy Goat,Kenyan Alpine,3-8 weeks,Free Range,5,8,13
KISUMU,Dairy Goat,Kenyan Alpine,3-8 weeks,Pastoralism,2,15,17
KISUMU,Dairy Goat,Kenyan Alpine,3-8 weeks,Semi zero grazing,1,6,7
KISUMU,Dairy Goat,Kenyan Alpine,3-8 weeks,Tethering,8,6,14
KISUMU,Dairy Goat,Kenyan Alpine,4yrs or older,Communal grazing,34,104,138
KISUMU,Dairy Goat,Kenyan Alpine,4yrs or older,Free Range,35,61,96
KISUMU,Dairy Goat,Kenyan Alpine,4yrs or older,Pastoralism,3,5,8
KISUMU,Dairy Goat,Kenyan Alpine,4yrs or older,Ranching,38,44,82
KISUMU,Dairy Goat,Kenyan Alpine,4yrs or older,Rotational grazing/paddocking,0,6,6
KISUMU,Dairy Goat,Kenyan Alpine,4yrs or older,Semi zero grazing,6,54,60
KISUMU,Dairy Goat,Kenyan Alpine,4yrs or older,Tethering,48,175,223
KISUMU,Dairy Goat,Kenyan Alpine,4yrs or older,Zero grazing,16,56,72
KISUMU,Dairy Goat,Kenyan Alpine,6-12 months,Communal grazing,24,37,61
KISUMU,Dairy Goat,Kenyan Alpine,6-12 months,Free Range,36,105,141
KISUMU,Dairy Goat,Kenyan Alpine,6-12 months,Pastoralism,7,14,21
KISUMU,Dairy Goat,Kenyan Alpine,6-12 months,Ranching,7,21,28
KISUMU,Dairy Goat,Kenyan Alpine,6-12 months,Rotational grazing/paddocking,11,27,38
KISUMU,Dairy Goat,Kenyan Alpine,6-12 months,Semi zero grazing,28,78,106
KISUMU,Dairy Goat,Kenyan Alpine,6-12 months,Tethering,62,139,201
KISUMU,Dairy Goat,Kenyan Alpine,6-12 months,Zero grazing,14,45,59
KISUMU,Dairy Goat,Kenyan Alpine,Less than 2 months,Communal grazing,1,16,17
KISUMU,Dairy Goat,Kenyan Alpine,Less than 2 months,Free Range,11,20,31
KISUMU,Dairy Goat,Kenyan Alpine,Less than 2 months,Pastoralism,2,5,7
KISUMU,Dairy Goat,Kenyan Alpine,Less than 2 months,Ranching,3,3,6
KISUMU,Dairy Goat,Kenyan Alpine,Less than 2 months,Rotational grazing/paddocking,2,5,7
KISUMU,Dairy Goat,Kenyan Alpine,Less than 2 months,Semi zero grazing,6,8,14
KISUMU,Dairy Goat,Kenyan Alpine,Less than 2 months,Tethering,39,54,93
KISUMU,Dairy Goat,Kenyan Alpine,Less than 2 months,Zero grazing,1,14,15
KISUMU,Dairy Goat,Kenyan Alpine,Less than 3 weeks,Communal grazing,2,0,2
KISUMU,Dairy Goat,Kenyan Alpine,Less than 3 weeks,Semi zero grazing,3,3,6
KISUMU,Dairy Goat,Kenyan Alpine,Less than 3 weeks,Tethering,2,3,5
KISUMU,Dairy Goat,Kenyan Alpine,Less than 3 weeks,Zero grazing,0,1,1
KISUMU,Dairy Goat,Saanen,1-2 years,Communal grazing,0,1,1
KISUMU,Dairy Goat,Saanen,1-2 years,Free Range,3,11,14
KISUMU,Dairy Goat,Saanen,1-2 years,Rotational grazing/paddocking,0,5,5
KISUMU,Dairy Goat,Saanen,1-2 years,Semi zero grazing,6,20,26
KISUMU,Dairy Goat,Saanen,1-2 years,Tethering,11,42,53
KISUMU,Dairy Goat,Saanen,1-2 years,Zero grazing,17,34,51
KISUMU,Dairy Goat,Saanen,2-4yrs,Free Range,4,8,12
KISUMU,Dairy Goat,Saanen,2-4yrs,Ranching,1,2,3
KISUMU,Dairy Goat,Saanen,2-4yrs,Rotational grazing/paddocking,1,2,3
KISUMU,Dairy Goat,Saanen,2-4yrs,Semi zero grazing,5,33,38
KISUMU,Dairy Goat,Saanen,2-4yrs,Tethering,8,27,35
KISUMU,Dairy Goat,Saanen,2-4yrs,Zero grazing,9,29,38
KISUMU,Dairy Goat,Saanen,2-6 months,Communal grazing,0,1,1
KISUMU,Dairy Goat,Saanen,2-6 months,Free Range,2,9,11
KISUMU,Dairy Goat,Saanen,2-6 months,Rotational grazing/paddocking,1,2,3
KISUMU,Dairy Goat,Saanen,2-6 months,Semi zero grazing,0,3,3
KISUMU,Dairy Goat,Saanen,2-6 months,Tethering,3,40,43
KISUMU,Dairy Goat,Saanen,2-6 months,Zero grazing,3,15,18
KISUMU,Dairy Goat,Saanen,3-8 weeks,Semi zero grazing,2,0,2
KISUMU,Dairy Goat,Saanen,3-8 weeks,Tethering,0,1,1
KISUMU,Dairy Goat,Saanen,3-8 weeks,Zero grazing,2,3,5
KISUMU,Dairy Goat,Saanen,4yrs or older,Communal grazing,1,2,3
KISUMU,Dairy Goat,Saanen,4yrs or older,Free Range,4,9,13
KISUMU,Dairy Goat,Saanen,4yrs or older,Rotational grazing/paddocking,2,1,3
KISUMU,Dairy Goat,Saanen,4yrs or older,Semi zero grazing,2,6,8
KISUMU,Dairy Goat,Saanen,4yrs or older,Tethering,10,23,33
KISUMU,Dairy Goat,Saanen,4yrs or older,Zero grazing,5,25,30
KISUMU,Dairy Goat,Saanen,6-12 months,Free Range,16,25,41
KISUMU,Dairy Goat,Saanen,6-12 months,Pastoralism,5,12,17
KISUMU,Dairy Goat,Saanen,6-12 months,Rotational grazing/paddocking,1,5,6
KISUMU,Dairy Goat,Saanen,6-12 months,Semi zero grazing,7,38,45
KISUMU,Dairy Goat,Saanen,6-12 months,Tethering,11,24,35
KISUMU,Dairy Goat,Saanen,6-12 months,Zero grazing,4,18,22
KISUMU,Dairy Goat,Saanen,Less than 2 months,Free Range,1,7,8
KISUMU,Dairy Goat,Saanen,Less than 2 months,Semi zero grazing,1,6,7
KISUMU,Dairy Goat,Saanen,Less than 2 months,Tethering,0,2,2
KISUMU,Dairy Goat,Saanen,Less than 2 months,Zero grazing,3,5,8
KISUMU,Dairy Goat,Saanen,Less than 3 weeks,Rotational grazing/paddocking,0,1,1
KISUMU,Dairy Goat,Saanen,Less than 3 weeks,Semi zero grazing,2,0,2
KISUMU,Dairy Goat,Saanen,Less than 3 weeks,Tethering,0,1,1
KISUMU,Dairy Goat,Toggen burg,1-2 years,Communal grazing,1,6,7
KISUMU,Dairy Goat,Toggen burg,1-2 years,Free Range,1,4,5
KISUMU,Dairy Goat,Toggen burg,1-2 years,Rotational grazing/paddocking,2,8,10
KISUMU,Dairy Goat,Toggen burg,1-2 years,Semi zero grazing,8,32,40
KISUMU,Dairy Goat,Toggen burg,1-2 years,Tethering,36,81,117
KISUMU,Dairy Goat,Toggen burg,1-2 years,Zero grazing,6,22,28
KISUMU,Dairy Goat,Toggen burg,2-4yrs,Communal grazing,4,3,7
KISUMU,Dairy Goat,Toggen burg,2-4yrs,Free Range,3,14,17
KISUMU,Dairy Goat,Toggen burg,2-4yrs,Pastoralism,1,2,3
KISUMU,Dairy Goat,Toggen burg,2-4yrs,Rotational grazing/paddocking,1,2,3
KISUMU,Dairy Goat,Toggen burg,2-4yrs,Semi zero grazing,17,35,52
KISUMU,Dairy Goat,Toggen burg,2-4yrs,Tethering,20,71,91
KISUMU,Dairy Goat,Toggen burg,2-4yrs,Zero grazing,6,9,15
KISUMU,Dairy Goat,Toggen burg,2-6 months,Communal grazing,1,5,6
KISUMU,Dairy Goat,Toggen burg,2-6 months,Free Range,4,9,13
KISUMU,Dairy Goat,Toggen burg,2-6 months,Pastoralism,2,0,2
KISUMU,Dairy Goat,Toggen burg,2-6 months,Semi zero grazing,1,6,7
KISUMU,Dairy Goat,Toggen burg,2-6 months,Tethering,7,9,16
KISUMU,Dairy Goat,Toggen burg,2-6 months,Zero grazing,8,4,12
KISUMU,Dairy Goat,Toggen burg,3-8 weeks,Semi zero grazing,1,0,1
KISUMU,Dairy Goat,Toggen burg,4yrs or older,Free Range,2,8,10
KISUMU,Dairy Goat,Toggen burg,4yrs or older,Rotational grazing/paddocking,2,2,4
KISUMU,Dairy Goat,Toggen burg,4yrs or older,Semi zero grazing,3,22,25
KISUMU,Dairy Goat,Toggen burg,4yrs or older,Tethering,29,68,97
KISUMU,Dairy Goat,Toggen burg,4yrs or older,Zero grazing,2,14,16
KISUMU,Dairy Goat,Toggen burg,6-12 months,Communal grazing,4,9,13
KISUMU,Dairy Goat,Toggen burg,6-12 months,Free Range,2,8,10
KISUMU,Dairy Goat,Toggen burg,6-12 months,Rotational grazing/paddocking,1,2,3
KISUMU,Dairy Goat,Toggen burg,6-12 months,Semi zero grazing,7,32,39
KISUMU,Dairy Goat,Toggen burg,6-12 months,Tethering,19,29,48
KISUMU,Dairy Goat,Toggen burg,6-12 months,Zero grazing,4,20,24
KISUMU,Dairy Goat,Toggen burg,Less than 2 months,Communal grazing,0,1,1
KISUMU,Dairy Goat,Toggen burg,Less than 2 months,Tethering,0,1,1
KISUMU,Dairy Goat,Toggen burg,Less than 2 months,Zero grazing,1,2,3
KISUMU,Dairy Goat,Toggen burg,Less than 3 weeks,Semi zero grazing,1,3,4
KISUMU,Meat goats (Chevon),Boer,1-2 years,Communal grazing,50,88,138
KISUMU,Meat goats (Chevon),Boer,1-2 years,Free Range,18,36,54
KISUMU,Meat goats (Chevon),Boer,1-2 years,Rotational grazing/paddocking,6,9,15
KISUMU,Meat goats (Chevon),Boer,1-2 years,Semi zero grazing,2,16,18
KISUMU,Meat goats (Chevon),Boer,1-2 years,Tethering,38,96,134
KISUMU,Meat goats (Chevon),Boer,1-2 years,Zero grazing,5,6,11
KISUMU,Meat goats (Chevon),Boer,2-4yrs,Communal grazing,13,14,27
KISUMU,Meat goats (Chevon),Boer,2-4yrs,Free Range,17,60,77
KISUMU,Meat goats (Chevon),Boer,2-4yrs,Pastoralism,0,3,3
KISUMU,Meat goats (Chevon),Boer,2-4yrs,Rotational grazing/paddocking,1,2,3
KISUMU,Meat goats (Chevon),Boer,2-4yrs,Semi zero grazing,1,3,4
KISUMU,Meat goats (Chevon),Boer,2-4yrs,Tethering,27,32,59
KISUMU,Meat goats (Chevon),Boer,2-4yrs,Zero grazing,4,9,13
KISUMU,Meat goats (Chevon),Boer,2-6 months,Communal grazing,9,14,23
KISUMU,Meat goats (Chevon),Boer,2-6 months,Free Range,8,19,27
KISUMU,Meat goats (Chevon),Boer,2-6 months,Rotational grazing/paddocking,0,4,4
KISUMU,Meat goats (Chevon),Boer,2-6 months,Tethering,8,14,22
KISUMU,Meat goats (Chevon),Boer,2-6 months,Zero grazing,6,11,17
KISUMU,Meat goats (Chevon),Boer,4yrs or older,Communal grazing,7,7,14
KISUMU,Meat goats (Chevon),Boer,4yrs or older,Free Range,13,22,35
KISUMU,Meat goats (Chevon),Boer,4yrs or older,Pastoralism,0,3,3
KISUMU,Meat goats (Chevon),Boer,4yrs or older,Rotational grazing/paddocking,9,13,22
KISUMU,Meat goats (Chevon),Boer,4yrs or older,Tethering,3,7,10
KISUMU,Meat goats (Chevon),Boer,4yrs or older,Zero grazing,0,1,1
KISUMU,Meat goats (Chevon),Boer,6-12 months,Communal grazing,38,76,114
KISUMU,Meat goats (Chevon),Boer,6-12 months,Free Range,16,14,30
KISUMU,Meat goats (Chevon),Boer,6-12 months,Rotational grazing/paddocking,1,2,3
KISUMU,Meat goats (Chevon),Boer,6-12 months,Semi zero grazing,6,5,11
KISUMU,Meat goats (Chevon),Boer,6-12 months,Tethering,24,71,95
KISUMU,Meat goats (Chevon),Boer,6-12 months,Zero grazing,7,28,35
KISUMU,Meat goats (Chevon),Boer,Less than 2 months,Communal grazing,8,11,19
KISUMU,Meat goats (Chevon),Boer,Less than 2 months,Free Range,2,5,7
KISUMU,Meat goats (Chevon),Boer,Less than 2 months,Rotational grazing/paddocking,8,11,19
KISUMU,Meat goats (Chevon),Boer,Less than 2 months,Tethering,0,2,2
KISUMU,Meat goats (Chevon),Boer,Less than 2 months,Zero grazing,1,7,8
KISUMU,Meat goats (Chevon),Galla,1-2 years,Communal grazing,16,35,51
KISUMU,Meat goats (Chevon),Galla,1-2 years,Free Range,46,109,155
KISUMU,Meat goats (Chevon),Galla,1-2 years,Pastoralism,25,49,74
KISUMU,Meat goats (Chevon),Galla,1-2 years,Rotational grazing/paddocking,6,24,30
KISUMU,Meat goats (Chevon),Galla,1-2 years,Semi zero grazing,9,29,38
KISUMU,Meat goats (Chevon),Galla,1-2 years,Tethering,75,226,301
KISUMU,Meat goats (Chevon),Galla,2-4yrs,Communal grazing,20,18,38
KISUMU,Meat goats (Chevon),Galla,2-4yrs,Free Range,28,36,64
KISUMU,Meat goats (Chevon),Galla,2-4yrs,Pastoralism,40,98,138
KISUMU,Meat goats (Chevon),Galla,2-4yrs,Rotational grazing/paddocking,9,22,31
KISUMU,Meat goats (Chevon),Galla,2-4yrs,Semi zero grazing,5,16,21
KISUMU,Meat goats (Chevon),Galla,2-4yrs,Tethering,65,215,280
KISUMU,Meat goats (Chevon),Galla,2-4yrs,Zero grazing,8,25,33
KISUMU,Meat goats (Chevon),Galla,2-6 months,Communal grazing,2,3,5
KISUMU,Meat goats (Chevon),Galla,2-6 months,Free Range,5,12,17
KISUMU,Meat goats (Chevon),Galla,2-6 months,Pastoralism,19,25,44
KISUMU,Meat goats (Chevon),Galla,2-6 months,Rotational grazing/paddocking,1,2,3
KISUMU,Meat goats (Chevon),Galla,2-6 months,Semi zero grazing,0,1,1
KISUMU,Meat goats (Chevon),Galla,2-6 months,Tethering,46,97,143
KISUMU,Meat goats (Chevon),Galla,2-6 months,Zero grazing,1,4,5
KISUMU,Meat goats (Chevon),Galla,3-8 weeks,Free Range,0,1,1
KISUMU,Meat goats (Chevon),Galla,3-8 weeks,Pastoralism,0,1,1
KISUMU,Meat goats (Chevon),Galla,3-8 weeks,Tethering,2,10,12
KISUMU,Meat goats (Chevon),Galla,4yrs or older,Communal grazing,25,16,41
KISUMU,Meat goats (Chevon),Galla,4yrs or older,Pastoralism,9,44,53
KISUMU,Meat goats (Chevon),Galla,4yrs or older,Rotational grazing/paddocking,1,2,3
KISUMU,Meat goats (Chevon),Galla,4yrs or older,Tethering,26,68,94
KISUMU,Meat goats (Chevon),Galla,4yrs or older,Zero grazing,3,10,13
KISUMU,Meat goats (Chevon),Galla,6-12 months,Communal grazing,3,6,9
KISUMU,Meat goats (Chevon),Galla,6-12 months,Free Range,24,34,58
KISUMU,Meat goats (Chevon),Galla,6-12 months,Pastoralism,10,16,26
KISUMU,Meat goats (Chevon),Galla,6-12 months,Tethering,54,135,189
